identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
FNC-00041,unassigned_point,node/12728611863,no,32.6596401,-16.9510058,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63,60 kW,1000
FNC-00042,unassigned_point,node/11333727920,no,32.6596399,-16.9509974,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00044,unassigned_point,node/8908343323,no,32.6551288,-16.9145673,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,500
FNC-00045/46 -> FNC-00045,child_point,child/node/11805769221,no,32.6461279,-16.939204399999998,Helexia II,yes,Mo-Sa 08:00-20:00; Su 09:00-17:00,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,50 kW,500
FNC-00045/46 -> FNC-00046,child_point,child/node/12846862355,no,32.6461279,-16.939204399999998,Helexia II,yes,Mo-Sa 08:00-20:00; Su 09:00-17:00,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00047,unassigned_point,node/9194542208,no,32.647247,-16.9031,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,125,50 kW,500
FNC-00048,unassigned_point,node/13151350112,no,32.6472979,-16.9030978,Emacom,yes,24/7,Mobi.E,,,,,+351 800 221 187,https://www.mobie.pt/,1,100,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,120,60 kW,500
FNC-00050,unassigned_point,node/8116281267,no,32.656387,-16.9431938,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00051,unassigned_point,node/8116281266,no,32.6593678,-16.9405425,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00052,unassigned_point,node/8116260533,no,32.636237,-16.9323403,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00053,unassigned_point,node/8116281265,no,32.6604884,-16.9301502,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00054,unassigned_point,node/8116281264,no,32.6593048,-16.9254797,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00055,unassigned_point,node/8116260532,no,32.6439338,-16.9213821,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00056,unassigned_point,node/8116281268,no,32.6703693,-16.9220862,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00057,unassigned_point,node/8116281263,no,32.6531106,-16.9112651,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00058,unassigned_point,node/8116281262,no,32.6502213,-16.9091392,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00059,unassigned_point,node/8116281261,no,32.6492672,-16.8828602,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00060,unassigned_point,node/9847807944,no,32.6474918,-16.9157864,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
FNC-00061,unassigned_point,node/12188496426,no,32.655458,-16.914231,Factor Energia,yes,24/7,Mobi.E,,,,PT,+351 800 100 013,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00062,unassigned_point,node/12188496425,no,32.649956,-16.915425,Factor Energia,yes,24/7,Mobi.E,,,,PT,+351 800 100 013,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00063,unassigned_point,node/12200052186,no,32.65033,-16.90822,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00064,unassigned_point,node/9458801226,no,32.6642989,-16.919986,EcoInside,private,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00066,unassigned_point,node/12787875418,no,32.6474618,-16.9159627,Factor Energia,yes,24/7,Mobi.E,,,,PT,+351 800 100 013,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00068,unassigned_point,node/12949621080,no,32.6520553,-16.9118246,Factor Energia,yes,24/7,Mobi.E,,,,PT,+351 800 100 013,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00069,unassigned_point,node/12787875417,no,32.6529356,-16.9018428,Factor Energia,yes,24/7,Mobi.E,,,,PT,+351 800 100 013,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FNC-00071,unassigned_point,node/13087023019,no,32.6475076,-16.9418735,Powerdot,yes,08:00-21:00,Mobi.E,,,,,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FND-00004,unassigned_point,node/8579443835,no,40.1423181,-7.4973548,Repsol,yes,24/7,Mobi.E,Rua Cidade da Covilhã,Fundão,,PT,+351 800 226 624,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,150,60 kW,1000
FND-00005,unassigned_point,node/8883029369,no,40.1401294,-7.4998921,EV Power,yes,24/7,Mobi.E,,,,PT,+351 800 254 565,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FND-00006,unassigned_point,node/8309430654,no,40.1700729,-7.4936564,EV Power,yes,24/7,Mobi.E,,,,PT,+351 800 254 565,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FND-00007,unassigned_point,node/8833233512,no,40.1522845,-7.4979833,Powerdot,yes,24/7,Mobi.E,,Fundão,,PT,+351 800 180 292,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
FND-00013 - Cepsa,unassigned_point,node/10691892688,no,40.1901322,-7.4879548,Cepsa,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,100 kW,1000
FND-00014 - Cepsa,unassigned_point,node/10691892687,no,40.1908652,-7.486648,Cepsa,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,100 kW,1000
FND-00016/17 -> FND-00016,child_point,child/node/11435245179,no,40.136756648776476,-7.505108417222548,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FND-00016/17 -> FND-00017,child_point,child/node/13184838234,no,40.136756648776476,-7.505108417222548,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FND-00018,unassigned_point,node/9975732686,no,40.1625835,-7.498381,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
FND-00020,unassigned_point,node/12676285376,no,40.1544026,-7.4967207,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,1000
FND-00022,unassigned_point,node/11275817601,no,40.1565379,-7.4972366,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,1000
FND-00023,unassigned_point,node/12487083733,no,40.156488,-7.4972578,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,1000
FND-00024,unassigned_point,node/12707295046,no,40.165413,-7.496375,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,125,100 kW,1000
FND-00025,unassigned_point,node/12707295045,no,40.1654553,-7.4963482,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,2,125,100 kW,1000
FND-00026,unassigned_point,node/12707333026,no,40.1654737,-7.495873,Powerdot,customers,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FND-00027,unassigned_point,node/12707333025,no,40.1655208,-7.4958622,Powerdot,customers,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FND-00028,unassigned_point,node/12022544837,no,40.1547527,-7.4974077,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
FND-90001,unassigned_point,node/8109685927,no,40.1414305,-7.4967727,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FTR-00001,unassigned_point,node/8280673314,no,39.0538628,-7.6452465,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00003,unassigned_point,node/8116260531,no,32.6452539,-16.9129714,Emacom,yes,24/7,Mobi.E,,,,PT,+351 800 221 187,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00004,unassigned_point,node/8270302896,no,32.6437927,-16.917226,Mobiletric,customers,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
FUN-00005,unassigned_point,node/8270302909,no,32.6439756,-16.9141763,Mobiletric,customers,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
FUN-00017,unassigned_point,node/9173309643,yes,32.6383146,-16.9441432,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUN-00018/19 -> FUN-00018,child_point,child/node/12846862350,no,32.6475869,-16.914253249999998,Powerdot,yes,07:00-22:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00018/19 -> FUN-00019,child_point,child/node/8461638072,no,32.6475869,-16.914253249999998,Powerdot,yes,07:00-22:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00020,unassigned_point,node/8270303689,no,32.646854,-16.9226944,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00021,unassigned_point,node/12728611862,no,32.6433624,-16.919349,Factor Energia,customers,24/7,Mobi.E,,,,PT,+351 800 100 013,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00022,unassigned_point,node/8908319356,no,32.6433222,-16.9193198,Factor Energia,customers,24/7,Mobi.E,,,,PT,+351 800 100 013,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00023,unassigned_point,node/8947335629,no,32.6449647,-16.9179502,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
FUN-00025/26/27 -> FUN-00025,child_point,child/node/9244623514,no,32.636537700000005,-16.94266925,Mota Engil II,yes,08:00-23:00,Mobi.E,,,,PT,+351 800 020 940,https://www.mobie.pt,1,60,25 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,25 kW,1000
FUN-00025/26/27 -> FUN-00026,child_point,child/node/12846862345,no,32.636537700000005,-16.94266925,Mota Engil II,yes,08:00-23:00,Mobi.E,,,,PT,+351 800 020 940,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
FUN-00025/26/27 -> FUN-00027,child_point,child/node/12846862344,no,32.636537700000005,-16.94266925,Mota Engil II,yes,08:00-23:00,Mobi.E,,,,PT,+351 800 020 940,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
FUN-00028,unassigned_point,node/9328074494,no,32.6493024,-16.9039606,Powerdot,yes,06:30-00:30,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00029,unassigned_point,node/12554873104,no,32.649327,-16.9039451,Powerdot,yes,06:30-00:30,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00030,unassigned_point,node/12554873103,no,32.6493524,-16.903931,Powerdot,yes,06:30-00:30,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00031,unassigned_point,node/9458801227,no,32.6471082,-16.9400476,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
FUN-00032,unassigned_point,node/9649768012,no,32.6474994,-16.9043718,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00033,unassigned_point,node/9627393283,no,32.6497428,-16.9031307,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FUN-00034,unassigned_point,node/9731276114,no,32.655804,-16.9005357,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
FUN-00036,unassigned_point,node/10112116964,no,32.6606668,-16.8935448,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,1000
FUN-00037,unassigned_point,node/10112116965,no,32.6612804,-16.8941035,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,1000
FUN-00038,unassigned_point,node/10112116966,yes,32.6519685,-16.926446,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,1000
FUN-00039,unassigned_point,node/10110145670,no,32.6497108,-16.9360749,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,1000
FUN-00049,unassigned_point,node/8116260534,no,32.6361811,-16.9423851,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FVN-00002,unassigned_point,node/9783866980,no,39.9063507,-8.2809567,Galp Power,yes,24/7,Mobi.E,,Figueiró dos Vinhos,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,60 kW,1000
FVN-00003,unassigned_point,node/11439919568,no,39.8961713,-8.2841246,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0,0,0,0,0
FVN-90001,unassigned_point,node/8109672547,no,39.9013328,-8.2731939,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FZZ-00001,unassigned_point,node/8109599990,no,39.6938625,-8.2934171,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FZZ-00002,unassigned_point,node/8340117187,no,39.6673996,-8.2332873,Powerdot,customers,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
FZZ-00003,unassigned_point,node/11717508846,no,39.6936948,-8.29488,Cepsa,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,150 kW,1000
FZZ-00004,unassigned_point,node/13238819924,no,39.6735476,-8.2320563,Powerdot,yes,24/7,Mobi.E,,,,,+351 800 180 292,https://www.mobie.pt/,1,125,25 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,120,25 kW,500
Fafe Diesel Bosch,unassigned_point,node/8431722290,no,41.446194,-8.1635,Fafe Diesel,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
Fafmusica,unassigned_point,node/8308367265,no,41.4437246,-8.1684409,Fafmusica,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,4.6 kW,230,0,0,0,0
Floene,unassigned_point,node/11685225589,no,39.1985151,-8.8038307,Floene,private,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Ford MCoutinho,unassigned_point,node/11650619047,no,41.2022817,-8.3271351,MCoutinho,customers,24/7,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0
Forportil,unassigned_point,node/8693956621,no,37.1369374,-8.5544363,Forportil,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
Friautomóveis,unassigned_point,node/8307392486,no,41.5969763,-7.3132139,Friautomóveis,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
Fátima Supercharger -> 10A,child_point,child/node/12800103120,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 10B,child_point,child/node/12800103119,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 10C,child_point,child/node/12800103118,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 10D,child_point,child/node/12800103117,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 11A,child_point,child/node/12800103116,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 11B,child_point,child/node/12800103115,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 11C,child_point,child/node/12800103114,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 11D,child_point,child/node/12800103113,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 12A,child_point,child/node/12800103112,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 12B,child_point,child/node/12800103111,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 8A,child_point,child/node/12800103128,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 8B,child_point,child/node/12800103127,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 8C,child_point,child/node/12800103126,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 8D,child_point,child/node/12800103125,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 9A,child_point,child/node/12800103124,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 9B,child_point,child/node/12800103123,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 9C,child_point,child/node/12800103122,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> 9D,child_point,child/node/12800103121,no,39.635599369752335,-8.688456970777011,Tesla,yes,24/7,Tesla,,,,,+351 300 527 476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,650,250 kW,500
Fátima Supercharger -> node/12455731091,child_point,child/node/12455731091,yes,39.635599369752335,-8.688456970777011,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
