identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
BRR-00054,unassigned_point,node/10828006284,no,38.6470982,-9.0648544,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00055,unassigned_point,node/10828006283,no,38.654628,-9.071011,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00056,unassigned_point,node/10828006282,no,38.6617789,-9.0800582,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00057,unassigned_point,node/10828006281,no,38.6625973,-9.0795067,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00058,unassigned_point,node/10828006280,no,38.6600531,-9.075839,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00059,unassigned_point,node/10828006279,no,38.6594068,-9.0800811,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00060,unassigned_point,node/10828006278,no,38.6642609,-9.0763084,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00061,unassigned_point,node/10828006277,no,38.6613056,-9.0757639,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00062,unassigned_point,node/10828006276,no,38.6598184,-9.0766029,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00063,unassigned_point,node/10828006275,no,38.65915,-9.0787778,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00064,unassigned_point,node/10828006274,no,38.6674727,-9.0512243,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00065,unassigned_point,node/10828006273,no,38.6550486,-9.0634861,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00066,unassigned_point,node/10828006272,no,38.6549628,-9.060534,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00067,unassigned_point,node/10828006271,no,38.6534731,-9.0662444,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00076,unassigned_point,node/11089368474,no,38.658822,-9.080653,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00077,unassigned_point,node/11506741423,no,38.6601654,-9.0818717,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00078,unassigned_point,node/11047154693,no,38.659797,-9.078553,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00079,unassigned_point,node/11506741422,no,38.6645154,-9.0501945,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00080,unassigned_point,node/11047154699,no,38.669631,-9.050072,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00081,unassigned_point,node/11047154698,no,38.6659542,-9.0507793,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00082,unassigned_point,node/11047154697,no,38.6519301,-9.0478717,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00083,unassigned_point,node/11089368477,no,38.668653,-9.053039,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00084,unassigned_point,node/11506741419,no,38.669225,-9.048172,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00085,unassigned_point,node/11061423025,no,38.6557431,-9.0533275,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00086,unassigned_point,node/11089368476,no,38.668631,-9.049764,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00087,unassigned_point,node/11506741421,no,38.6605567,-9.0567967,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00088,unassigned_point,node/11043038724,no,38.6613001,-9.060331,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00089,unassigned_point,node/11089368475,no,38.650692,-9.056486,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00090,unassigned_point,node/11047154696,no,38.657947,-9.070358,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00091,unassigned_point,node/11047154695,no,38.662039,-9.064919,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00092,unassigned_point,node/11089368479,no,38.6589751,-9.060728,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00093,unassigned_point,node/11089368478,no,38.653733,-9.062203,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00094,unassigned_point,node/11143615508,no,38.659357,-9.0647704,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00095,unassigned_point,node/11143567981,no,38.651753,-9.059636,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00096,unassigned_point,node/11067830757,no,38.6552552,-9.0656484,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00097,unassigned_point,node/11089368468,no,38.6576856,-9.0632093,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00098,unassigned_point,node/11067830756,no,38.656314,-9.067492,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00099,unassigned_point,node/11506741424,no,38.6416775,-9.0561866,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00100,unassigned_point,node/11143550451,no,38.656906,-9.072825,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00101,unassigned_point,node/11670188441,no,38.6533707,-9.0688947,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00102,unassigned_point,node/11089368472,no,38.6342017,-9.0415617,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00106,unassigned_point,node/11143550453,no,38.661589,-9.080797,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00107,unassigned_point,node/11386507482,no,38.6561528,-9.0618578,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00108,unassigned_point,node/10827988406,no,38.6575741,-9.0619514,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00109,unassigned_point,node/11143583826,no,38.6440007,-9.055795,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00110,unassigned_point,node/11386507480,no,38.6439159,-9.0572347,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00111,unassigned_point,node/11670188440,no,38.6522547,-9.0706268,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00112,unassigned_point,node/11143550450,no,38.6519049,-9.067556,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00113,unassigned_point,node/11089368470,no,38.654294,-9.072214,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00114,unassigned_point,node/11089368469,no,38.592733,-9.039486,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00115,unassigned_point,node/11089368471,no,38.6270707,-9.0479863,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00116,unassigned_point,node/11089368473,no,38.6369385,-9.0409764,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00117,unassigned_point,node/11143567980,no,38.6368844,-9.038181,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00118,unassigned_point,node/11143583827,no,38.6196856,-9.030325,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00119,unassigned_point,node/11751506783,no,38.6371772,-9.0473198,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00120,unassigned_point,node/11386507484,no,38.6642504,-9.0794622,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00121,unassigned_point,node/11634211670,no,38.6443697,-9.059071,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00122,unassigned_point,node/11634211669,no,38.6529797,-9.0677828,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00123,unassigned_point,node/11920596421,no,38.6551127,-9.0722367,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00124,unassigned_point,node/10827988409,no,38.648633,-9.048283,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00125,child_point,child/node/11303436716,no,38.63172110715256,-9.048976166789519,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,100 kW,500
BRR-00125,child_point,child/node/13026365667,no,38.63172110715256,-9.048976166789519,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,100 kW,500
BRR-00126,unassigned_point,node/11751506782,no,38.6515058,-9.0680021,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00127,unassigned_point,node/11143615510,no,38.6541942,-9.0698288,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00128,unassigned_point,node/11429979671,no,38.636062,-9.044453,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,1000
BRR-00130,unassigned_point,node/11432988427,no,38.6676385,-9.0601052,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,500
BRR-00131,unassigned_point,node/11432988424,no,38.6675959,-9.0600836,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,120 kW,1000
BRR-00132,unassigned_point,node/10675989048,no,38.6545162,-9.07835,Atlante,yes,08:00-21:30,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,60 kW,500
BRR-00142,unassigned_point,node/12102487896,no,38.654391,-9.059053,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,120 kW,1000
BRR-00143,unassigned_point,node/11963115980,no,38.6545278,-9.0784011,Atlante,yes,08:00-21:30,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,60 kW,500
BRR-00144,unassigned_point,node/12033959123,no,38.5895028,-9.0385512,Pacorp,yes,Mo-Fr 09:00-18:00,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
BRR-00145,unassigned_point,node/12175707867,no,38.5924317,-9.0465624,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,1000
BRR-00146 - Mercadona,unassigned_point,node/12383144258,no,38.664464,-9.058412,Iberdrola,yes,09:00-21:00,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BRR-00153,unassigned_point,node/8003632333,no,38.6573455,-9.0711666,Galp Power,yes,24/7,Mobi.E,,Barreiro,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
BRR-00154,unassigned_point,node/12074159877,no,38.6681334,-9.0555144,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
BRR-90002,unassigned_point,node/8289337270,no,38.6573667,-9.0667288,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BTC-00001,unassigned_point,node/8307407928,no,41.6869858,-7.6673399,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BTL-00002,unassigned_point,node/8109599994,no,39.6567474,-8.8259123,EVCE,yes,24/7,Mobi.E,,,,PT,+351 800 301 303,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BTL-00003,unassigned_point,node/8289959261,no,39.6228463,-8.7157128,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
BTL-00004,unassigned_point,node/9848120749,no,39.643329,-8.843151,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,150,60 kW,1000
BTL-00006 - Pingo Doce,unassigned_point,node/11047843446,no,39.664208,-8.825613,Atlante,yes,24/7,Mobi.E,,,,,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,30 kW,1000
BTL-00010,unassigned_point,node/11920428305,no,39.6640718,-8.8245879,Iberdrola,yes,24/7,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,1,120,49 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,49 kW,500
BTL-00011,unassigned_point,node/12335013105,no,39.6490644,-8.8397202,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,60 kW,1000
BTL-00012,unassigned_point,node/12063091791,no,39.6459964,-8.8416407,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
BTL-90001,unassigned_point,node/8109599995,no,39.6577915,-8.8216478,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
CBA-00001,unassigned_point,node/8085726392,no,38.1679543,-7.8947738,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
CBA-00002,unassigned_point,node/11931550467,no,38.17063,-7.89397,Mota Engil II,yes,24/7,Mobi.E,,,,PT,+351 800 020 940,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,400,180 kW,1000
CBC-00011,unassigned_point,node/11359073364,no,41.5078733,-7.9888691,Evio,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,120 kW,1000
CBC-00012,unassigned_point,node/12580062302,no,41.51428,-7.9888053,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
CBC-00015,unassigned_point,node/12926595822,no,41.512104,-7.9910693,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
CBC-00016,unassigned_point,node/12580194887,no,41.4841777,-7.9595333,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
CBC-00017,unassigned_point,node/12580232472,no,41.487942,-7.9615703,True Kare,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
CBC-00018,unassigned_point,node/12706036736,no,41.49385,-7.9832262,Helexia II,yes,07:00-23:00,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,375,100 kW,500
CBC-90010,unassigned_point,node/8115700034,no,41.5148007,-7.9903945,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
CBR-00003,unassigned_point,node/3930573510,no,40.2078111,-8.4234973,Powerdot,yes,24/7,Mobi.E,Rua Larga,Coimbra,3000,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3.7 kW,230,0,0,0,0,0,0,0,0
CBR-00004,child_point,child/node/3930573511,no,40.215168525637964,-8.413387036829118,Atlante,yes,24/7,Mobi.E,Alameda Doutor Armando Gonçalves,Coimbra,3030,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
CBR-00004,child_point,child/node/12847780684,no,40.215168525637964,-8.413387036829118,Atlante,yes,24/7,Mobi.E,Alameda Doutor Armando Gonçalves,Coimbra,3030,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
CBR-00006,unassigned_point,node/8142532185,no,40.2176288,-8.4387231,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3.7 kW,230,0,0,0,0,0,0,0,0
CBR-00010,unassigned_point,node/5377859410,no,40.2034548,-8.4254063,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
CBR-00011…13 -> CBR-00011,child_point,child/node/8224981780,no,40.254529649999995,-8.4307622,Helexia II,yes,24/7,Mobi.E,Estrada da Ribeira de Eiras,Coimbra,,PT,+351 210 181 157,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
CBR-00011…13 -> CBR-00012,child_point,child/node/8379501971,no,40.254529649999995,-8.4307622,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
CBR-00011…13 -> CBR-00013,child_point,child/node/12766897375,no,40.254529649999995,-8.4307622,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
CBR-00014/15,unassigned_point,node/8419283215,no,40.2145586,-8.4340198,Prio.E,yes,Mo-Fr 07:30-22:00; Sa 08:30-15:00,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
CBR-00016,unassigned_point,node/8225026508,no,40.2511344,-8.4420133,Galp Geste,yes,24/7,Mobi.E,,Coimbra,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
